GroupRank,GroupName,GroupTotalCount,GroupPercentOfGames,OpeningRank,OpeningName,VariationName,Count,PercentOfGames
15,"Italian Game",165189,1.650757,690,"Italian Game: Classical Variation, Giuoco Pianissimo, with a6","Classical Variation, Giuoco Pianissimo, with a6",3029,0.030269
15,"Italian Game",165189,1.650757,702,"Italian Game","",2956,0.029540
15,"Italian Game",165189,1.650757,779,"Italian Game: Classical Variation, Center Attack","Classical Variation, Center Attack",2472,0.024703
15,"Italian Game",165189,1.650757,829,"Italian Game: Deutz Gambit","Deutz Gambit",2207,0.022055
15,"Italian Game",165189,1.650757,840,"Italian Game: Paris Defense","Paris Defense",2150,0.021485
15,"Italian Game",165189,1.650757,920,"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack","Classical Variation, Greco Gambit, Moeller-Therkatz Attack",1850,0.018487
15,"Italian Game",165189,1.650757,937,"Italian Game: Two Knights Defense, Ulvestad Variation","Two Knights Defense, Ulvestad Variation",1802,0.018008
15,"Italian Game",165189,1.650757,947,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6","Classical Variation, Giuoco Pianissimo, with h6",1780,0.017788
15,"Italian Game",165189,1.650757,957,"Italian Game: Two Knights Defense, Perreux Variation","Two Knights Defense, Perreux Variation",1758,0.017568
15,"Italian Game",165189,1.650757,999,"Italian Game: Classical Variation","Classical Variation",1614,0.016129
16,"Benoni Defense",164848,1.647349,16,"Benoni Defense: Old Benoni","Old Benoni",54089,0.540519
16,"Benoni Defense",164848,1.647349,114,"Benoni Defense","",19162,0.191489
16,"Benoni Defense",164848,1.647349,227,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order","Benoni-Indian Defense, Kingside Move Order",10848,0.108406
16,"Benoni Defense",164848,1.647349,278,"Benoni Defense: Benoni-Indian Defense","Benoni-Indian Defense",8654,0.086481
16,"Benoni Defense",164848,1.647349,298,"Benoni Defense: Czech Benoni Defense","Czech Benoni Defense",8007,0.080015
16,"Benoni Defense",164848,1.647349,316,"Benoni Defense: Fianchetto Variation","Fianchetto Variation",7524,0.075188
16,"Benoni Defense",164848,1.647349,365,"Benoni Defense: King's Pawn Line","King's Pawn Line",6537,0.065325
16,"Benoni Defense",164848,1.647349,373,"Benoni Defense: Semi-Benoni","Semi-Benoni",6407,0.064026
16,"Benoni Defense",164848,1.647349,393,"Benoni Defense: Classical Variation, New York Variation","Classical Variation, New York Variation",6162,0.061578
16,"Benoni Defense",164848,1.647349,403,"Benoni Defense: Hromádka System","Hromádka System",5973,0.059689
16,"Benoni Defense",164848,1.647349,438,"Benoni Defense: Benoni Gambit Accepted","Benoni Gambit Accepted",5562,0.055582
16,"Benoni Defense",164848,1.647349,497,"Benoni Defense: Taimanov Variation","Taimanov Variation",4888,0.048846
16,"Benoni Defense",164848,1.647349,513,"Benoni Defense: French Benoni","French Benoni",4656,0.046528
16,"Benoni Defense",164848,1.647349,621,"Benoni Defense: Classical Variation","Classical Variation",3562,0.035596
16,"Benoni Defense",164848,1.647349,624,"Benoni Defense: Knight's Tour Variation","Knight's Tour Variation",3533,0.035306
16,"Benoni Defense",164848,1.647349,634,"Benoni Defense: Modern Variation","Modern Variation",3457,0.034546
16,"Benoni Defense",164848,1.647349,851,"Benoni Defense: Old Benoni, Mujannah Formation","Old Benoni, Mujannah Formation",2105,0.021036
16,"Benoni Defense",164848,1.647349,880,"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line","Fianchetto Variation, Hastings Defense, Main Line",1997,0.019956
16,"Benoni Defense",164848,1.647349,965,"Benoni Defense: Modern Variation, Snake Variation","Modern Variation, Snake Variation",1725,0.017238
17,"Nimzo-Indian Defense",161432,1.613213,91,"Nimzo-Indian Defense: Classical Variation","Classical Variation",22619,0.226035
17,"Nimzo-Indian Defense",161432,1.613213,146,"Nimzo-Indian Defense: Kmoch Variation","Kmoch Variation",15835,0.158241
17,"Nimzo-Indian Defense",161432,1.613213,241,"Nimzo-Indian Defense: Classical Variation, Noa Variation","Classical Variation, Noa Variation",10201,0.101940
17,"Nimzo-Indian Defense",161432,1.613213,243,"Nimzo-Indian Defense: Three Knights Variation","Three Knights Variation",10140,0.101330
17,"Nimzo-Indian Defense",161432,1.613213,259,"Nimzo-Indian Defense","",9371,0.093646
17,"Nimzo-Indian Defense",161432,1.613213,279,"Nimzo-Indian Defense: Reshevsky Variation","Reshevsky Variation",8648,0.086421
17,"Nimzo-Indian Defense",161432,1.613213,294,"Nimzo-Indian Defense: Sämisch Variation","Sämisch Variation",8142,0.081364
17,"Nimzo-Indian Defense",161432,1.613213,356,"Nimzo-Indian Defense: Sämisch Variation, Accelerated","Sämisch Variation, Accelerated",6689,0.066844
17,"Nimzo-Indian Defense",161432,1.613213,420,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation","Three Knights Variation, Duchamp Variation",5727,0.057231
17,"Nimzo-Indian Defense",161432,1.613213,450,"Nimzo-Indian Defense: Normal Variation","Normal Variation",5450,0.054463
17,"Nimzo-Indian Defense",161432,1.613213,487,"Nimzo-Indian Defense: Normal Variation, Bishop Attack","Normal Variation, Bishop Attack",5027,0.050236
17,"Nimzo-Indian Defense",161432,1.613213,490,"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense","Normal Variation, Bishop Attack, Classical Defense",4968,0.049646
17,"Nimzo-Indian Defense",161432,1.613213,498,"Nimzo-Indian Defense: Classical Variation, Berlin Variation","Classical Variation, Berlin Variation",4881,0.048777
17,"Nimzo-Indian Defense",161432,1.613213,569,"Nimzo-Indian Defense: Leningrad Variation","Leningrad Variation",4154,0.041512
17,"Nimzo-Indian Defense",161432,1.613213,570,"Nimzo-Indian Defense: Normal Line","Normal Line",4151,0.041482
17,"Nimzo-Indian Defense",161432,1.613213,572,"Nimzo-Indian Defense: Spielmann Variation","Spielmann Variation",4110,0.041072
17,"Nimzo-Indian Defense",161432,1.613213,573,"Nimzo-Indian Defense: St. Petersburg Variation","St. Petersburg Variation",4109,0.041062
17,"Nimzo-Indian Defense",161432,1.613213,639,"Nimzo-Indian Defense: Romanishin Variation","Romanishin Variation",3430,0.034276
17,"Nimzo-Indian Defense",161432,1.613213,676,"Nimzo-Indian Defense: Normal Variation, Botvinnik System","Normal Variation, Botvinnik System",3157,0.031548
17,"Nimzo-Indian Defense",161432,1.613213,707,"Nimzo-Indian Defense: Classical Variation, Keres Defense","Classical Variation, Keres Defense",2921,0.029190
17,"Nimzo-Indian Defense",161432,1.613213,729,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange at c4","Normal Variation, Gligoric System, Exchange at c4",2758,0.027561
17,"Nimzo-Indian Defense",161432,1.613213,748,"Nimzo-Indian Defense: Normal Variation, Ragozin Variation","Normal Variation, Ragozin Variation",2648,0.026462
17,"Nimzo-Indian Defense",161432,1.613213,777,"Nimzo-Indian Defense: Hübner Variation, Rubinstein Variation","Hübner Variation, Rubinstein Variation",2479,0.024773
17,"Nimzo-Indian Defense",161432,1.613213,815,"Nimzo-Indian Defense: Fischer Variation","Fischer Variation",2287,0.022854
17,"Nimzo-Indian Defense",161432,1.613213,864,"Nimzo-Indian Defense: Normal Variation, Gligoric System","Normal Variation, Gligoric System",2055,0.020536
17,"Nimzo-Indian Defense",161432,1.613213,897,"Nimzo-Indian Defense: Hübner Variation","Hübner Variation",1949,0.019477
17,"Nimzo-Indian Defense",161432,1.613213,946,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation","Classical Variation, Berlin Variation, Pirc Variation",1784,0.017828
17,"Nimzo-Indian Defense",161432,1.613213,962,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange Variation","Normal Variation, Gligoric System, Exchange Variation",1742,0.017408
18,"Nimzo-Larsen Attack",155469,1.553624,18,"Nimzo-Larsen Attack: Classical Variation","Classical Variation",52901,0.528647
18,"Nimzo-Larsen Attack",155469,1.553624,28,"Nimzo-Larsen Attack: Modern Variation","Modern Variation",44063,0.440328
18,"Nimzo-Larsen Attack",155469,1.553624,77,"Nimzo-Larsen Attack: Indian Variation","Indian Variation",25619,0.256014
18,"Nimzo-Larsen Attack",155469,1.553624,107,"Nimzo-Larsen Attack","",20095,0.200812
18,"Nimzo-Larsen Attack",155469,1.553624,305,"Nimzo-Larsen Attack: English Variation","English Variation",7773,0.077677
18,"Nimzo-Larsen Attack",155469,1.553624,488,"Nimzo-Larsen Attack: Symmetrical Variation","Symmetrical Variation",5018,0.050146
19,"Pirc Defense",155236,1.551295,3,"Pirc Defense","",101107,1.010377
19,"Pirc Defense",155236,1.551295,177,"Pirc Defense: Classical Variation","Classical Variation",13804,0.137945
19,"Pirc Defense",155236,1.551295,333,"Pirc Defense: Byrne Variation","Byrne Variation",7130,0.071251
19,"Pirc Defense",155236,1.551295,376,"Pirc Defense: Classical Variation, Schlechter Variation","Classical Variation, Schlechter Variation",6390,0.063856
19,"Pirc Defense",155236,1.551295,458,"Pirc Defense: Austrian Attack, Weiss Variation","Austrian Attack, Weiss Variation",5397,0.053933
19,"Pirc Defense",155236,1.551295,534,"Pirc Defense: Classical Variation, Quiet System","Classical Variation, Quiet System",4405,0.044020
19,"Pirc Defense",155236,1.551295,646,"Pirc Defense: Austrian Attack, Unzicker Attack","Austrian Attack, Unzicker Attack",3404,0.034017
19,"Pirc Defense",155236,1.551295,673,"Pirc Defense: Austrian Attack, Dragon Formation","Austrian Attack, Dragon Formation",3163,0.031608
19,"Pirc Defense",155236,1.551295,716,"Pirc Defense: Austrian Attack","Austrian Attack",2881,0.028790
19,"Pirc Defense",155236,1.551295,842,"Pirc Defense: Sveshnikov System","Sveshnikov System",2134,0.021325
19,"Pirc Defense",155236,1.551295,910,"Pirc Defense: Classical Variation, Quiet System, Chigorin Line","Classical Variation, Quiet System, Chigorin Line",1894,0.018927
19,"Pirc Defense",155236,1.551295,935,"Pirc Defense: Classical Variation, Quiet System, Czech Defense","Classical Variation, Quiet System, Czech Defense",1809,0.018078
19,"Pirc Defense",155236,1.551295,967,"Pirc Defense: 150 Attack","150 Attack",1718,0.017168
20,"Catalan Opening",137292,1.371978,20,"Catalan Opening: Closed","Closed",50321,0.502865
20,"Catalan Opening",137292,1.371978,63,"Catalan Opening: Open Defense","Open Defense",29335,0.293149
20,"Catalan Opening",137292,1.371978,75,"Catalan Opening","",25935,0.259172
20,"Catalan Opening",137292,1.371978,90,"Catalan Opening: Open Defense, Classical Line","Open Defense, Classical Line",22938,0.229223
20,"Catalan Opening",137292,1.371978,557,"Catalan Opening: Closed Variation, Traditional Variation","Closed Variation, Traditional Variation",4249,0.042461
20,"Catalan Opening",137292,1.371978,719,"Catalan Opening: Open Defense, Modern Sharp Variation","Open Defense, Modern Sharp Variation",2829,0.028271
20,"Catalan Opening",137292,1.371978,973,"Catalan Opening: Closed, Botvinnik Variation","Closed, Botvinnik Variation",1685,0.016838
21,"Semi-Slav Defense",132372,1.322812,65,"Semi-Slav Defense","",29101,0.290810
21,"Semi-Slav Defense",132372,1.322812,172,"Semi-Slav Defense: Marshall Gambit, Main Line","Marshall Gambit, Main Line",14262,0.142522
21,"Semi-Slav Defense",132372,1.322812,179,"Semi-Slav Defense: Anti-Moscow Gambit","Anti-Moscow Gambit",13604,0.135947
21,"Semi-Slav Defense",132372,1.322812,209,"Semi-Slav Defense: Stoltz Variation","Stoltz Variation",12022,0.120138
21,"Semi-Slav Defense",132372,1.322812,284,"Semi-Slav Defense: Accelerated Move Order","Accelerated Move Order",8497,0.084912
21,"Semi-Slav Defense",132372,1.322812,315,"Semi-Slav Defense: Chigorin Defense","Chigorin Defense",7553,0.075478
21,"Semi-Slav Defense",132372,1.322812,352,"Semi-Slav Defense: Normal Variation","Normal Variation",6736,0.067314
21,"Semi-Slav Defense",132372,1.322812,371,"Semi-Slav Defense: Main Line","Main Line",6418,0.064136
21,"Semi-Slav Defense",132372,1.322812,429,"Semi-Slav Defense: Noteboom Variation","Noteboom Variation",5599,0.055952
21,"Semi-Slav Defense",132372,1.322812,533,"Semi-Slav Defense: Quiet Variation","Quiet Variation",4429,0.044260
21,"Semi-Slav Defense",132372,1.322812,560,"Semi-Slav Defense: Meran Variation","Meran Variation",4240,0.042371
21,"Semi-Slav Defense",132372,1.322812,585,"Semi-Slav Defense: Botvinnik Variation","Botvinnik Variation",3947,0.039443
21,"Semi-Slav Defense",132372,1.322812,694,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation","Botvinnik Variation, Lilienthal Variation",2985,0.029830
21,"Semi-Slav Defense",132372,1.322812,722,"Semi-Slav Defense: Meran Variation, Wade Variation","Meran Variation, Wade Variation",2814,0.028121
21,"Semi-Slav Defense",132372,1.322812,744,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation","Marshall Gambit, Forgotten Variation",2664,0.026622
21,"Semi-Slav Defense",132372,1.322812,750,"Semi-Slav Defense: Marshall Gambit","Marshall Gambit",2644,0.026422
21,"Semi-Slav Defense",132372,1.322812,771,"Semi-Slav Defense: Accelerated Meran Variation","Accelerated Meran Variation",2501,0.024993
21,"Semi-Slav Defense",132372,1.322812,799,"Semi-Slav Defense: Stoltz Variation, Shabalov Attack","Stoltz Variation, Shabalov Attack",2356,0.023544
22,"Trompowsky Attack",109759,1.096837,7,"Trompowsky Attack","",72269,0.722194
22,"Trompowsky Attack",109759,1.096837,197,"Trompowsky Attack: Classical Defense, Big Center Variation","Classical Defense, Big Center Variation",12244,0.122356
22,"Trompowsky Attack",109759,1.096837,220,"Trompowsky Attack: Classical Defense","Classical Defense",11200,0.111923
22,"Trompowsky Attack",109759,1.096837,367,"Trompowsky Attack: Raptor Variation","Raptor Variation",6479,0.064746
22,"Trompowsky Attack",109759,1.096837,428,"Trompowsky Attack: Edge Variation","Edge Variation",5602,0.055982
22,"Trompowsky Attack",109759,1.096837,889,"Trompowsky Attack: Poisoned Pawn Variation","Poisoned Pawn Variation",1965,0.019637
23,"Alekhine Defense",108671,1.085965,148,"Alekhine Defense: Scandinavian Variation","Scandinavian Variation",15647,0.156363
23,"Alekhine Defense",108671,1.085965,152,"Alekhine Defense: Exchange Variation","Exchange Variation",15410,0.153994
23,"Alekhine Defense",108671,1.085965,261,"Alekhine Defense: Sämisch Attack","Sämisch Attack",9248,0.092417
23,"Alekhine Defense",108671,1.085965,262,"Alekhine Defense","",9236,0.092297
23,"Alekhine Defense",108671,1.085965,275,"Alekhine Defense: Modern Variation, Larsen Variation","Modern Variation, Larsen Variation",8796,0.087900
23,"Alekhine Defense",108671,1.085965,319,"Alekhine Defense: Modern Variation, Main Line","Modern Variation, Main Line",7470,0.074649
23,"Alekhine Defense",108671,1.085965,409,"Alekhine Defense: Maróczy Variation","Maróczy Variation",5919,0.059149
23,"Alekhine Defense",108671,1.085965,461,"Alekhine Defense: Modern Variation, Alburt Variation","Modern Variation, Alburt Variation",5380,0.053763
23,"Alekhine Defense",108671,1.085965,493,"Alekhine Defense: Four Pawns Attack, Main Line","Four Pawns Attack, Main Line",4927,0.049236
23,"Alekhine Defense",108671,1.085965,539,"Alekhine Defense: Normal Variation","Normal Variation",4367,0.043640
23,"Alekhine Defense",108671,1.085965,614,"Alekhine Defense: Four Pawns Attack","Four Pawns Attack",3611,0.036085
23,"Alekhine Defense",108671,1.085965,630,"Alekhine Defense: Brooklyn Variation","Brooklyn Variation",3488,0.034856
23,"Alekhine Defense",108671,1.085965,696,"Alekhine Defense: Four Pawns Attack, Fianchetto Variation","Four Pawns Attack, Fianchetto Variation",2978,0.029760
23,"Alekhine Defense",108671,1.085965,734,"Alekhine Defense: Balogh Variation","Balogh Variation",2736,0.027341
23,"Alekhine Defense",108671,1.085965,847,"Alekhine Defense: Modern Variation, Schmid Variation","Modern Variation, Schmid Variation",2113,0.021116
23,"Alekhine Defense",108671,1.085965,902,"Alekhine Defense: Modern Variation, Flohr Variation","Modern Variation, Flohr Variation",1922,0.019207
23,"Alekhine Defense",108671,1.085965,904,"Alekhine Defense: Two Pawn Attack, Lasker Variation","Two Pawn Attack, Lasker Variation",1919,0.019177
23,"Alekhine Defense",108671,1.085965,956,"Alekhine Defense: Two Pawns Attack, Lasker Variation","Two Pawns Attack, Lasker Variation",1761,0.017598
23,"Alekhine Defense",108671,1.085965,961,"Alekhine Defense: Four Pawns Attack, Trifunovic Variation","Four Pawns Attack, Trifunovic Variation",1743,0.017418
24,"Grünfeld Defense",81265,0.812093,101,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation","Exchange Variation, Modern Exchange Variation",21207,0.211925
24,"Grünfeld Defense",81265,0.812093,156,"Grünfeld Defense: Exchange Variation","Exchange Variation",15203,0.151926
24,"Grünfeld Defense",81265,0.812093,237,"Grünfeld Defense: Three Knights Variation, Petrosian System","Three Knights Variation, Petrosian System",10258,0.102510
24,"Grünfeld Defense",81265,0.812093,277,"Grünfeld Defense: Three Knights Variation","Three Knights Variation",8675,0.086691
24,"Grünfeld Defense",81265,0.812093,563,"Grünfeld Defense: Exchange Variation, Spassky Variation","Exchange Variation, Spassky Variation",4205,0.042021
24,"Grünfeld Defense",81265,0.812093,580,"Grünfeld Defense: Stockholm Variation","Stockholm Variation",3988,0.039853
24,"Grünfeld Defense",81265,0.812093,598,"Grünfeld Defense: Three Knights Variation, Hungarian Variation","Three Knights Variation, Hungarian Variation",3832,0.038294
24,"Grünfeld Defense",81265,0.812093,613,"Grünfeld Defense: Exchange Variation, Classical Variation","Exchange Variation, Classical Variation",3614,0.036115
24,"Grünfeld Defense",81265,0.812093,781,"Grünfeld Defense: Three Knights Variation, Burille Variation","Three Knights Variation, Burille Variation",2467,0.024653
24,"Grünfeld Defense",81265,0.812093,835,"Grünfeld Defense","",2167,0.021655
24,"Grünfeld Defense",81265,0.812093,879,"Grünfeld Defense: Three Knights Variation, Hungarian Attack","Three Knights Variation, Hungarian Attack",2003,0.020016
24,"Grünfeld Defense",81265,0.812093,914,"Grünfeld Defense: Russian Variation","Russian Variation",1873,0.018717
24,"Grünfeld Defense",81265,0.812093,951,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line","Exchange Variation, Modern Exchange Variation, Kramnik's Line",1773,0.017718
25,"Hungarian Opening",77725,0.776717,51,"Hungarian Opening","",35089,0.350649
25,"Hungarian Opening",77725,0.776717,151,"Hungarian Opening: Indian Defense","Indian Defense",15521,0.155104
25,"Hungarian Opening",77725,0.776717,232,"Hungarian Opening: Slav Formation","Slav Formation",10600,0.105927
25,"Hungarian Opening",77725,0.776717,271,"Hungarian Opening: Symmetrical Variation","Symmetrical Variation",8949,0.089429
25,"Hungarian Opening",77725,0.776717,472,"Hungarian Opening: Sicilian Invitation","Sicilian Invitation",5227,0.052234
25,"Hungarian Opening",77725,0.776717,801,"Hungarian Opening: Catalan Formation","Catalan Formation",2339,0.023374
26,"Dutch Defense",74065,0.740142,160,"Dutch Defense","",14948,0.149377
26,"Dutch Defense",74065,0.740142,301,"Dutch Defense: Classical Variation","Classical Variation",7911,0.079056
26,"Dutch Defense",74065,0.740142,360,"Dutch Defense: Queen's Knight Variation","Queen's Knight Variation",6621,0.066165
26,"Dutch Defense",74065,0.740142,370,"Dutch Defense: Raphael Variation","Raphael Variation",6421,0.064166
26,"Dutch Defense",74065,0.740142,455,"Dutch Defense: Hopton Attack","Hopton Attack",5425,0.054213
26,"Dutch Defense",74065,0.740142,526,"Dutch Defense: Rubinstein Variation","Rubinstein Variation",4544,0.045409
26,"Dutch Defense",74065,0.740142,530,"Dutch Defense: Stonewall Variation, Modern Variation","Stonewall Variation, Modern Variation",4507,0.045039
26,"Dutch Defense",74065,0.740142,540,"Dutch Defense: Leningrad Variation, Warsaw Variation","Leningrad Variation, Warsaw Variation",4364,0.043610
26,"Dutch Defense",74065,0.740142,542,"Dutch Defense: Semi-Leningrad Variation","Semi-Leningrad Variation",4347,0.043440
26,"Dutch Defense",74065,0.740142,682,"Dutch Defense: Leningrad Variation, Matulovic Variation","Leningrad Variation, Matulovic Variation",3101,0.030989
26,"Dutch Defense",74065,0.740142,725,"Dutch Defense: Classical Variation, Huisl Variation","Classical Variation, Huisl Variation",2788,0.027861
26,"Dutch Defense",74065,0.740142,747,"Dutch Defense: Leningrad Variation","Leningrad Variation",2652,0.026502
26,"Dutch Defense",74065,0.740142,782,"Dutch Defense: Fianchetto Attack","Fianchetto Attack",2466,0.024643
26,"Dutch Defense",74065,0.740142,805,"Dutch Defense: Staunton Gambit","Staunton Gambit",2328,0.023264
26,"Dutch Defense",74065,0.740142,988,"Dutch Defense: Normal Variation","Normal Variation",1642,0.016409
27,"Queen's Indian Defense",72837,0.727870,218,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation","Fianchetto Variation, Nimzowitsch Variation",11296,0.112883
27,"Queen's Indian Defense",72837,0.727870,303,"Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line","Fianchetto Variation, Check Variation, Intermezzo Line",7792,0.077867
27,"Queen's Indian Defense",72837,0.727870,416,"Queen's Indian Defense","",5792,0.057880
27,"Queen's Indian Defense",72837,0.727870,439,"Queen's Indian Defense: Classical Variation, Traditional Variation","Classical Variation, Traditional Variation",5549,0.055452
27,"Queen's Indian Defense",72837,0.727870,589,"Queen's Indian Defense: Kasparov Variation","Kasparov Variation",3915,0.039123
27,"Queen's Indian Defense",72837,0.727870,617,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line","Kasparov-Petrosian Variation, Main Line",3582,0.035795
27,"Queen's Indian Defense",72837,0.727870,620,"Queen's Indian Defense: Capablanca Variation","Capablanca Variation",3576,0.035735
27,"Queen's Indian Defense",72837,0.727870,656,"Queen's Indian Defense: Spassky System","Spassky System",3283,0.032807
27,"Queen's Indian Defense",72837,0.727870,657,"Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line","Classical Variation, Traditional Variation, Nimzowitsch Line",3282,0.032797
27,"Queen's Indian Defense",72837,0.727870,658,"Queen's Indian Defense: Petrosian Variation","Petrosian Variation",3279,0.032768
27,"Queen's Indian Defense",72837,0.727870,795,"Queen's Indian Defense: Fianchetto Variation","Fianchetto Variation",2388,0.023864
27,"Queen's Indian Defense",72837,0.727870,798,"Queen's Indian Defense: Classical Variation","Classical Variation",2373,0.023714
27,"Queen's Indian Defense",72837,0.727870,810,"Queen's Indian Defense: Fianchetto Variation, Kramnik Variation","Fianchetto Variation, Kramnik Variation",2315,0.023134
27,"Queen's Indian Defense",72837,0.727870,821,"Queen's Indian Defense: Yates Variation","Yates Variation",2262,0.022604
27,"Queen's Indian Defense",72837,0.727870,830,"Queen's Indian Defense: Classical Variation, Polugaevsky Gambit","Classical Variation, Polugaevsky Gambit",2204,0.022025
27,"Queen's Indian Defense",72837,0.727870,834,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line","Fianchetto Variation, Nimzowitsch Variation, Quiet Line",2181,0.021795
27,"Queen's Indian Defense",72837,0.727870,849,"Queen's Indian Defense: Classical Variation, Traditional Variation, Main Line","Classical Variation, Traditional Variation, Main Line",2109,0.021076
27,"Queen's Indian Defense",72837,0.727870,881,"Queen's Indian Defense: Riumin Variation","Riumin Variation",1995,0.019936
27,"Queen's Indian Defense",72837,0.727870,915,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack","Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack",1869,0.018677
27,"Queen's Indian Defense",72837,0.727870,942,"Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense","Kasparov-Petrosian Variation, Marco Defense",1795,0.017938
28,"Queen's Gambit Accepted",69033,0.689857,238,"Queen's Gambit Accepted: Old Variation","Old Variation",10242,0.102350
28,"Queen's Gambit Accepted",69033,0.689857,287,"Queen's Gambit Accepted: Classical Defense, Main Line","Classical Defense, Main Line",8336,0.083303
28,"Queen's Gambit Accepted",69033,0.689857,391,"Queen's Gambit Accepted","",6208,0.062037
28,"Queen's Gambit Accepted",69033,0.689857,446,"Queen's Gambit Accepted: Central Variation, McDonnell Defense","Central Variation, McDonnell Defense",5483,0.054792
28,"Queen's Gambit Accepted",69033,0.689857,519,"Queen's Gambit Accepted: Janowski-Larsen Variation","Janowski-Larsen Variation",4613,0.046098
28,"Queen's Gambit Accepted",69033,0.689857,535,"Queen's Gambit Accepted: Normal Variation","Normal Variation",4404,0.044010
28,"Queen's Gambit Accepted",69033,0.689857,583,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation","Classical Defense, Steinitz Variation, Development Variation",3975,0.039723
28,"Queen's Gambit Accepted",69033,0.689857,601,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation","Classical Defense, Rubinstein Variation",3778,0.037754
28,"Queen's Gambit Accepted",69033,0.689857,603,"Queen's Gambit Accepted: Gunsberg Defense","Gunsberg Defense",3747,0.037444
28,"Queen's Gambit Accepted",69033,0.689857,644,"Queen's Gambit Accepted: Normal Variation, Traditional System","Normal Variation, Traditional System",3411,0.034087
28,"Queen's Gambit Accepted",69033,0.689857,669,"Queen's Gambit Accepted: Central Variation, Alekhine System","Central Variation, Alekhine System",3194,0.031918
28,"Queen's Gambit Accepted",69033,0.689857,759,"Queen's Gambit Accepted: Showalter Variation","Showalter Variation",2558,0.025562
28,"Queen's Gambit Accepted",69033,0.689857,763,"Queen's Gambit Accepted: Central Variation, Greco Variation","Central Variation, Greco Variation",2544,0.025423
28,"Queen's Gambit Accepted",69033,0.689857,770,"Queen's Gambit Accepted: Furman Variation","Furman Variation",2507,0.025053
28,"Queen's Gambit Accepted",69033,0.689857,852,"Queen's Gambit Accepted: Rosenthal Variation","Rosenthal Variation",2105,0.021036
28,"Queen's Gambit Accepted",69033,0.689857,901,"Queen's Gambit Accepted: Alekhine Defense","Alekhine Defense",1928,0.019267
29,"Four Knights Game",68547,0.685000,106,"Four Knights Game: Scotch Variation Accepted","Scotch Variation Accepted",20146,0.201322
29,"Four Knights Game",68547,0.685000,163,"Four Knights Game","",14844,0.148338
29,"Four Knights Game",68547,0.685000,361,"Four Knights Game: Gunsberg Variation","Gunsberg Variation",6608,0.066035
29,"Four Knights Game",68547,0.685000,408,"Four Knights Game: Spanish Variation","Spanish Variation",5932,0.059279
29,"Four Knights Game",68547,0.685000,447,"Four Knights Game: Spanish Variation, Rubinstein Variation","Spanish Variation, Rubinstein Variation",5466,0.054623
29,"Four Knights Game",68547,0.685000,522,"Four Knights Game: Italian Variation","Italian Variation",4588,0.045849
29,"Four Knights Game",68547,0.685000,629,"Four Knights Game: Spanish Variation, Classical Variation","Spanish Variation, Classical Variation",3492,0.034896
29,"Four Knights Game",68547,0.685000,806,"Four Knights Game: Scotch Variation, Schmid Defense","Scotch Variation, Schmid Defense",2326,0.023244
29,"Four Knights Game",68547,0.685000,944,"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted","Spanish Variation, Rubinstein Variation Accepted",1791,0.017898
29,"Four Knights Game",68547,0.685000,964,"Four Knights Game: Scotch Variation, Belgrade Gambit","Scotch Variation, Belgrade Gambit",1729,0.017278
29,"Four Knights Game",68547,0.685000,995,"Four Knights Game: Halloween Gambit","Halloween Gambit",1625,0.016239
30,"Rapport-Jobava System",63690,0.636463,13,"Rapport-Jobava System","",63690,0.636463
31,"Philidor Defense",63642,0.635984,45,"Philidor Defense: Lion Variation","Lion Variation",37606,0.375802
31,"Philidor Defense",63642,0.635984,214,"Philidor Defense: Exchange Variation","Exchange Variation",11689,0.116810
31,"Philidor Defense",63642,0.635984,283,"Philidor Defense","",8506,0.085002
31,"Philidor Defense",63642,0.635984,641,"Philidor Defense: Lion Variation, Shirov Gambit","Lion Variation, Shirov Gambit",3418,0.034157
31,"Philidor Defense",63642,0.635984,791,"Philidor Defense: Hanham Variation","Hanham Variation",2423,0.024213
